"Saint Peter Parish, Antigua and Barbuda",2
"Buenos Aires, Argentina",2
"Catamarca, Argentina",2
"Chaco, Argentina",2
"Chubut, Argentina",2
"Córdoba, Argentina",2
"Corrientes, Argentina",2
"Entre Ríos, Argentina",2
"Formosa, Argentina",2
"Jujuy, Argentina",2
"La Pampa, Argentina",2
"La Rioja, Argentina",2
"Mendoza, Argentina",2
"Misiones, Argentina",2
"Neuquén, Argentina",2
"Río Negro, Argentina",2
"Salta, Argentina",2
"San Juan, Argentina",2
"San Luis, Argentina",2
"Santa Cruz, Argentina",2
"Santa Fe, Argentina",2
"Santiago del Estero, Argentina",2
"Tierra del Fuego, Argentina",2
"Tucumán, Argentina",2
"Aragatsotn Region, Armenia",2
"Ararat Province, Armenia",2
"Armavir Region, Armenia",2
"Gegharkunik Province, Armenia",2
"Kotayk Region, Armenia",2
"Lori Region, Armenia",2
"Shirak Region, Armenia",2
"Syunik Province, Armenia",2
"Tavush Region, Armenia",2
"Vayots Dzor Region, Armenia",2
"Yerevan, Armenia",2
"Australian Capital Territory, Australia",2
"New South Wales, Australia",2
"Northern Territory, Australia",2
"Queensland, Australia",2
"South Australia, Australia",2
"Tasmania, Australia",2
"Victoria, Australia",2
"Western Australia, Australia",2
"Burgenland, Austria",2
"Carinthia, Austria",2
"Lower Austria, Austria",2
"Salzburg, Austria",2
"Styria, Austria",2
"Tyrol, Austria",2
"Upper Austria, Austria",2
"Vienna, Austria",2
"Vorarlberg, Austria",2
"Absheron District, Azerbaijan",2
"Agdam District, Azerbaijan",2
"Agdash District, Azerbaijan",2
"Aghjabadi District, Azerbaijan",2
"Agstafa District, Azerbaijan",2
"Agsu District, Azerbaijan",2
"Astara District, Azerbaijan",2
"Baku, Azerbaijan",2
"Balakan District, Azerbaijan",2
"Barda District, Azerbaijan",2
"Beylagan District, Azerbaijan",2
"Bilasuvar District, Azerbaijan",2
"Dashkasan District, Azerbaijan",2
"Fizuli District, Azerbaijan",2
"Ganja, Azerbaijan",2
"Gədəbəy, Azerbaijan",2
"Gobustan District, Azerbaijan",2
"Goranboy District, Azerbaijan",2
"Goychay, Azerbaijan",2
"Goygol District, Azerbaijan",2
"Hajigabul District, Azerbaijan",2
"Imishli District, Azerbaijan",2
"Ismailli District, Azerbaijan",2
"Jabrayil District, Azerbaijan",2
"Jalilabad District, Azerbaijan",2
"Kalbajar District, Azerbaijan",2
"Khachmaz District, Azerbaijan",2
"Khizi District, Azerbaijan",2
"Khojali District, Azerbaijan",2
"Kurdamir District, Azerbaijan",2
"Lachin District, Azerbaijan",2
"Lankaran District, Azerbaijan",2
"Lerik District, Azerbaijan",2
"Martuni, Azerbaijan",2
"Masally District, Azerbaijan",2
"Mingachevir, Azerbaijan",2
"Nakhchivan Autonomous Republic, Azerbaijan",2
"Neftchala District, Azerbaijan",2
"Oghuz District, Azerbaijan",2
"Qabala District, Azerbaijan",2
"Qakh District, Azerbaijan",2
"Qazakh District, Azerbaijan",2
"Quba District, Azerbaijan",2
"Qubadli District, Azerbaijan",2
"Qusar District, Azerbaijan",2
"Saatly District, Azerbaijan",2
"Sabirabad District, Azerbaijan",2
"Salyan District, Azerbaijan",2
"Samukh District, Azerbaijan",2
"Shabran District, Azerbaijan",2
"Shaki, Azerbaijan",2
"Shaki District, Azerbaijan",2
"Shamakhi District, Azerbaijan",2
"Shamkir District, Azerbaijan",2
"Shirvan, Azerbaijan",2
"Shusha District, Azerbaijan",2
"Siazan District, Azerbaijan",2
"Sumqayit, Azerbaijan",2
"Tartar District, Azerbaijan",2
"Tovuz District, Azerbaijan",2
"Ujar District, Azerbaijan",2
"Yardymli District, Azerbaijan",2
"Yevlakh, Azerbaijan",2
"Yevlakh District, Azerbaijan",2
"Zangilan District, Azerbaijan",2
"Zaqatala District, Azerbaijan",2
"Zardab District, Azerbaijan",2
"Capital, Bahrain",2
"Central, Bahrain",2
"Muharraq, Bahrain",2
"Southern, Bahrain",2
"Barisal, Bangladesh",2
"Chittagong, Bangladesh",2
"Dhaka, Bangladesh",2
"Khulna, Bangladesh",2
"Mymensingh, Bangladesh",2
"Rajshahi, Bangladesh",2
"Rangpur, Bangladesh",2
"Sylhet, Bangladesh",2
"Christ Church, Barbados",2
"Saint Andrew, Barbados",2
"Saint James, Barbados",2
"Saint Joseph, Barbados",2
"Saint Michael, Barbados",2
"Saint Peter, Barbados",2
"Saint Philip, Barbados",2
"Brest Region, Belarus",2
"Gomel Region, Belarus",2
"Grodno Region, Belarus",2
"Minsk, Belarus",2
"Minsk Region, Belarus",2
"Mogilev Region, Belarus",2
"Vitebsk Region, Belarus",2
"Brussels-Capital Region, Belgium",2
"Flanders, Belgium",2
"Wallonia, Belgium",2
"Belize District, Belize",2
"Cayo District, Belize",2
"Corozal District, Belize",2
"Orange Walk District, Belize",2
"Stann Creek District, Belize",2
"Toledo District, Belize",2
"Alibori Department, Benin",2
"Atakora Department, Benin",2
"Atlantique Department, Benin",2
"Borgou Department, Benin",2
"Collines Department, Benin",2
"Donga Department, Benin",2
"Kouffo Department, Benin",2
"Littoral Department, Benin",2
"Mono Department, Benin",2
"Ouémé Department, Benin",2
"Plateau Department, Benin",2
"Zou Department, Benin",2
"Devonshire, Bermuda",2
"Hamilton, Bermuda",2
"Paget, Bermuda",2
"Saint George's, Bermuda",2
"Sandys, Bermuda",2
"Smith's, Bermuda",2
"Southampton, Bermuda",2
"Warwick, Bermuda",2
"Bumthang, Bhutan",2
"Chukha, Bhutan",2
"Dagana, Bhutan",2
"Gasa, Bhutan",2
"Haa, Bhutan",2
"Lhuntse, Bhutan",2
"Mongar, Bhutan",2
"Paro, Bhutan",2
"Pemagatshel, Bhutan",2
"Punakha, Bhutan",2
"Samdrup Jongkhar, Bhutan",2
"Samtse, Bhutan",2
"Sarpang, Bhutan",2
"Thimphu, Bhutan",2
"Trashi Yangtse, Bhutan",2
"Trashigang, Bhutan",2
"Trongsa, Bhutan",2
"Tsirang, Bhutan",2
"Wangdue Phodrang, Bhutan",2
"Zhemgang, Bhutan",2
"Beni Department, Bolivia",2
"Chuquisaca Department, Bolivia",2
"Cochabamba Department, Bolivia",2
"La Paz Department, Bolivia",2
"Oruro Department, Bolivia",2
"Pando Department, Bolivia",2
"Potosí Department, Bolivia",2
"Santa Cruz Department, Bolivia",2
"Tarija Department, Bolivia",2
"Bonaire, Sint Eustatius and Saba",2
"Brčko District, Bosnia and Herzegovina",2
"Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",2
"Republika Srpska, Bosnia and Herzegovina",2
"Central District, Botswana",2
"Ghanzi District, Botswana",2
"Kgalagadi District, Botswana",2
"Kgatleng District, Botswana",2
"Kweneng District, Botswana",2
"North-East District, Botswana",2
"North-West District, Botswana",2
"South-East District, Botswana",2
"Southern District, Botswana",2
"Acre, Brazil",2
"Alagoas, Brazil",2
"Amapá, Brazil",2
"Amazonas, Brazil",2
"Bahia, Brazil",2
"Ceará, Brazil",2
"Distrito Federal, Brazil",2
"Espírito Santo, Brazil",2
"Goiás, Brazil",2
"Maranhão, Brazil",2
"Mato Grosso, Brazil",2
"Mato Grosso do Sul, Brazil",2
"Minas Gerais, Brazil",2
"Pará, Brazil",2
"Paraíba, Brazil",2
"Paraná, Brazil",2
"Pernambuco, Brazil",2
"Piauí, Brazil",2
"Rio de Janeiro, Brazil",2
"Rio Grande do Norte, Brazil",2
"Rio Grande do Sul, Brazil",2
"Rondônia, Brazil",2
"Roraima, Brazil",2
"Santa Catarina, Brazil",2
"São Paulo, Brazil",2
"Sergipe, Brazil",2
"Tocantins, Brazil",2
"Belait District, Brunei",2
"Brunei-Muara District, Brunei",2
"Temburong District, Brunei",2
"Tutong District, Brunei",2
"Blagoevgrad Province, Bulgaria",2
"Burgas Province, Bulgaria",2
"Dobrich Province, Bulgaria",2
"Gabrovo Province, Bulgaria",2
"Haskovo Province, Bulgaria",2
"Kardzhali Province, Bulgaria",2
"Kyustendil Province, Bulgaria",2
"Lovech Province, Bulgaria",2
"Montana Province, Bulgaria",2
"Pazardzhik Province, Bulgaria",2
"Pernik Province, Bulgaria",2
"Pleven Province, Bulgaria",2
"Plovdiv Province, Bulgaria",2
"Razgrad Province, Bulgaria",2
"Ruse Province, Bulgaria",2
"Shumen, Bulgaria",2
"Silistra Province, Bulgaria",2
"Sliven Province, Bulgaria",2
"Smolyan Province, Bulgaria",2
"Sofia City Province, Bulgaria",2
"Sofia Province, Bulgaria",2
"Stara Zagora Province, Bulgaria",2
"Targovishte Province, Bulgaria",2
"Varna Province, Bulgaria",2
"Veliko Tarnovo Province, Bulgaria",2
"Vidin Province, Bulgaria",2
"Vratsa Province, Bulgaria",2
"Yambol Province, Bulgaria",2
"Boucle du Mouhoun Region, Burkina Faso",2
"Cascades Region, Burkina Faso",2
"Centre, Burkina Faso",2
"Centre-Est Region, Burkina Faso",2
"Centre-Nord Region, Burkina Faso",2
"Centre-Ouest Region, Burkina Faso",2
"Centre-Sud Region, Burkina Faso",2
"Est Region, Burkina Faso",2
"Hauts-Bassins Region, Burkina Faso",2
"Nord Region, Burkina Faso",2
"Plateau-Central Region, Burkina Faso",2
"Sahel Region, Burkina Faso",2
"Sud-Ouest Region, Burkina Faso",2
"Bubanza Province, Burundi",2
"Bujumbura Mairie Province, Burundi",2
"Bururi Province, Burundi",2
"Cankuzo Province, Burundi",2
"Cibitoke Province, Burundi",2
"Gitega Province, Burundi",2
"Karuzi Province, Burundi",2
"Kayanza Province, Burundi",2
"Kirundo Province, Burundi",2
"Makamba Province, Burundi",2
"Muramvya Province, Burundi",2
"Muyinga Province, Burundi",2
"Mwaro Province, Burundi",2
"Ngozi Province, Burundi",2
"Rumonge Province, Burundi",2
"Rutana Province, Burundi",2
"Ruyigi Province, Burundi",2
"Banteay Meanchey, Cambodia",2
"Battambang, Cambodia",2
"Kampong Cham, Cambodia",2
"Kampong Chhnang, Cambodia",2
"Kampong Speu, Cambodia",2
"Kampot, Cambodia",2
"Kandal, Cambodia",2
"Kep, Cambodia",2
"Koh Kong, Cambodia",2
"Kratie, Cambodia",2
"Mondulkiri, Cambodia",2
"Oddar Meanchey, Cambodia",2
"Pailin, Cambodia",2
"Phnom Penh, Cambodia",2
"Preah Vihear, Cambodia",2
"Prey Veng, Cambodia",2
"Pursat, Cambodia",2
"Ratanakiri, Cambodia",2
"Siem Reap, Cambodia",2
"Sihanoukville, Cambodia",2
"Stung Treng, Cambodia",2
"Svay Rieng, Cambodia",2
"Takeo, Cambodia",2
"Adamawa, Cameroon",2
"Centre, Cameroon",2
"East, Cameroon",2
"Far North, Cameroon",2
"Littoral, Cameroon",2
"North, Cameroon",2
"Northwest, Cameroon",2
"South, Cameroon",2
"Southwest, Cameroon",2
"West, Cameroon",2
"Alberta, Canada",2
"British Columbia, Canada",2
"Manitoba, Canada",2
"New Brunswick, Canada",2
"Newfoundland and Labrador, Canada",2
"Northwest Territories, Canada",2
"Nova Scotia, Canada",2
"Nunavut, Canada",2
"Ontario, Canada",2
"Prince Edward Island, Canada",2
"Quebec, Canada",2
"Saskatchewan, Canada",2
"Yukon, Canada",2
"Boa Vista, Cape Verde",2
"Brava, Cape Verde",2
"Maio Municipality, Cape Verde",2
"Mosteiros, Cape Verde",2
"Paul, Cape Verde",2
"Porto Novo, Cape Verde",2
"Praia, Cape Verde",2
"Ribeira Brava Municipality, Cape Verde",2
"Ribeira Grande, Cape Verde",2
"Ribeira Grande de Santiago, Cape Verde",2
"Sal, Cape Verde",2
"Santa Catarina, Cape Verde",2
"Santa Catarina do Fogo, Cape Verde",2
"Santa Cruz, Cape Verde",2
"São Domingos, Cape Verde",2
"São Filipe, Cape Verde",2
"São Lourenço dos Órgãos, Cape Verde",2
"São Miguel, Cape Verde",2
"São Vicente, Cape Verde",2
"Tarrafal, Cape Verde",2
"Tarrafal de São Nicolau, Cape Verde",2
"Bamingui-Bangoran Prefecture, Central African Republic",2
"Bangui, Central African Republic",2
"Basse-Kotto Prefecture, Central African Republic",2
"Haut-Mbomou Prefecture, Central African Republic",2
"Haute-Kotto Prefecture, Central African Republic",2
"Kémo Prefecture, Central African Republic",2
"Lobaye Prefecture, Central African Republic",2
"Mambéré-Kadéï, Central African Republic",2
"Mbomou Prefecture, Central African Republic",2
"Nana-Grébizi Economic Prefecture, Central African Republic",2
"Nana-Mambéré Prefecture, Central African Republic",2
"Ombella-M'Poko Prefecture, Central African Republic",2
"Ouaka Prefecture, Central African Republic",2
"Ouham Prefecture, Central African Republic",2
"Ouham-Pendé Prefecture, Central African Republic",2
"Sangha-Mbaéré, Central African Republic",2
"Vakaga Prefecture, Central African Republic",2
"Bahr el Gazel, Chad",2
"Batha, Chad",2
"Borkou, Chad",2
"Chari-Baguirmi, Chad",2
"Ennedi-Ouest, Chad",2
"Guéra, Chad",2
"Hadjer-Lamis, Chad",2
"Kanem, Chad",2
"Lac, Chad",2
"Logone Occidental, Chad",2
"Logone Oriental, Chad",2
"Mandoul, Chad",2
"Mayo-Kebbi Est, Chad",2
"Mayo-Kebbi Ouest, Chad",2
"Moyen-Chari, Chad",2
"N'Djamena, Chad",2
"Ouaddaï, Chad",2
"Salamat, Chad",2
"Sila, Chad",2
"Tandjilé, Chad",2
"Tibesti, Chad",2
"Wadi Fira, Chad",2
"Aisén del General Carlos Ibañez del Campo, Chile",2
"Antofagasta, Chile",2
"Arica y Parinacota, Chile",2
"Atacama, Chile",2
"Biobío, Chile",2
"Coquimbo, Chile",2
"La Araucanía, Chile",2
"Libertador General Bernardo O'Higgins, Chile",2
"Los Lagos, Chile",2
"Los Ríos, Chile",2
"Magallanes y de la Antártica Chilena, Chile",2
"Maule, Chile",2
"Ñuble, Chile",2
"Región Metropolitana de Santiago, Chile",2
"Tarapacá, Chile",2
"Valparaíso, Chile",2
"Anhui, China",2
"Beijing, China",2
"Chongqing, China",2
"Fujian, China",2
"Gansu, China",2
"Guangdong, China",2
"Guangxi Zhuang, China",2
"Guizhou, China",2
"Hainan, China",2
"Hebei, China",2
"Heilongjiang, China",2
"Henan, China",2
"Hubei, China",2
"Hunan, China",2
"Inner Mongolia, China",2
"Jiangsu, China",2
"Jiangxi, China",2
"Jilin, China",2
"Liaoning, China",2
"Ningxia Huizu, China",2
"Qinghai, China",2
"Shaanxi, China",2
"Shandong, China",2
"Shanghai, China",2
"Shanxi, China",2
"Sichuan, China",2
"Taiwan, China",2
"Tianjin, China",2
"Xinjiang, China",2
"Xizang, China",2
"Yunnan, China",2
"Zhejiang, China",2
"Amazonas, Colombia",2
"Antioquia, Colombia",2
"Arauca, Colombia",2
"Archipiélago de San Andrés Providencia y Santa Catalina, Colombia",2
"Atlántico, Colombia",2
"Bogotá D.C., Colombia",2
"Bolívar, Colombia",2
"Boyacá, Colombia",2
"Caldas, Colombia",2
"Caquetá, Colombia",2
"Casanare, Colombia",2
"Cauca, Colombia",2
"Cesar, Colombia",2
"Chocó, Colombia",2
"Córdoba, Colombia",2
"Cundinamarca, Colombia",2
"Guainía, Colombia",2
"Guaviare, Colombia",2
"Huila, Colombia",2
"La Guajira, Colombia",2
"Magdalena, Colombia",2
"Meta, Colombia",2
"Nariño, Colombia",2
"Norte de Santander, Colombia",2
"Putumayo, Colombia",2
"Quindío, Colombia",2
"Risaralda, Colombia",2
"Santander, Colombia",2
"Sucre, Colombia",2
"Tolima, Colombia",2
"Valle del Cauca, Colombia",2
"Vaupés, Colombia",2
"Vichada, Colombia",2
"Anjouan, Comoros",2
"Grande Comore, Comoros",2
"Mohéli, Comoros",2
"Bouenza Department, Congo",2
"Brazzaville, Congo",2
"Cuvette Department, Congo",2
"Cuvette-Ouest Department, Congo",2
"Lékoumou Department, Congo",2
"Likouala Department, Congo",2
"Niari Department, Congo",2
"Plateaux Department, Congo",2
"Pointe-Noire, Congo",2
"Pool Department, Congo",2
"Sangha Department, Congo",2
"Alajuela Province, Costa Rica",2
"Guanacaste Province, Costa Rica",2
"Heredia Province, Costa Rica",2
"Limón Province, Costa Rica",2
"Provincia de Cartago, Costa Rica",2
"Puntarenas Province, Costa Rica",2
"San José Province, Costa Rica",2
"Abidjan, Cote D'Ivoire (Ivory Coast)",2
"Bas-Sassandra District, Cote D'Ivoire (Ivory Coast)",2
"Comoé District, Cote D'Ivoire (Ivory Coast)",2
"Denguélé District, Cote D'Ivoire (Ivory Coast)",2
"Dix-Huit Montagnes, Cote D'Ivoire (Ivory Coast)",2
"Gôh-Djiboua District, Cote D'Ivoire (Ivory Coast)",2
"Lacs Region, Cote D'Ivoire (Ivory Coast)",2
"Lagunes region, Cote D'Ivoire (Ivory Coast)",2
"Sassandra-Marahoué District, Cote D'Ivoire (Ivory Coast)",2
"Vallée du Bandama Region, Cote D'Ivoire (Ivory Coast)",2
"Woroba District, Cote D'Ivoire (Ivory Coast)",2
"Zanzan Region, Cote D'Ivoire (Ivory Coast)",2
"Bjelovar-Bilogora, Croatia",2
"Brod-Posavina, Croatia",2
"Dubrovnik-Neretva, Croatia",2
"Istria, Croatia",2
"Koprivnica-Križevci, Croatia",2
"Krapina-Zagorje, Croatia",2
"Lika-Senj, Croatia",2
"Međimurje, Croatia",2
"Osijek-Baranja, Croatia",2
"Požega-Slavonia, Croatia",2
"Primorje-Gorski Kotar, Croatia",2
"Šibenik-Knin, Croatia",2
"Sisak-Moslavina, Croatia",2
"Split-Dalmatia, Croatia",2
"Varaždin, Croatia",2
"Virovitica-Podravina, Croatia",2
"Vukovar-Syrmia, Croatia",2
"Zadar, Croatia",2
"Zagreb, Croatia",2
"Artemisa Province, Cuba",2
"Camagüey Province, Cuba",2
"Ciego de Ávila Province, Cuba",2
"Cienfuegos Province, Cuba",2
"Granma Province, Cuba",2
"Guantánamo Province, Cuba",2
"Havana Province, Cuba",2
"Holguín Province, Cuba",2
"Isla de la Juventud, Cuba",2
"Las Tunas Province, Cuba",2
"Matanzas Province, Cuba",2
"Mayabeque Province, Cuba",2
"Pinar del Río Province, Cuba",2
"Sancti Spíritus Province, Cuba",2
"Santiago de Cuba Province, Cuba",2
"Villa Clara Province, Cuba",2
"Famagusta District (Mağusa), Cyprus",2
"Kyrenia District (Keryneia), Cyprus",2
"Larnaca District (Larnaka), Cyprus",2
"Limassol District (Leymasun), Cyprus",2
"Nicosia District (Lefkoşa), Cyprus",2
"Paphos District (Pafos), Cyprus",2
"Jihočeský kraj, Czech Republic",2
"Jihomoravský kraj, Czech Republic",2
"Karlovarský kraj, Czech Republic",2
"Kraj Vysočina, Czech Republic",2
"Královéhradecký kraj, Czech Republic",2
"Liberecký kraj, Czech Republic",2
"Moravskoslezský kraj, Czech Republic",2
"Olomoucký kraj, Czech Republic",2
"Pardubický kraj, Czech Republic",2
"Plzeň-jih, Czech Republic",2
"Praha Hlavní město, Czech Republic",2
"Středočeský kraj, Czech Republic",2
"Ústecký kraj, Czech Republic",2
"Zlín, Czech Republic",2
"Bas-Uélé, Democratic Republic of the Congo",2
"Équateur, Democratic Republic of the Congo",2
"Haut-Katanga, Democratic Republic of the Congo",2
"Haut-Lomami, Democratic Republic of the Congo",2
"Haut-Uélé, Democratic Republic of the Congo",2
"Ituri, Democratic Republic of the Congo",2
"Kasaï, Democratic Republic of the Congo",2
"Kasaï Oriental, Democratic Republic of the Congo",2
"Kinshasa, Democratic Republic of the Congo",2
"Kongo Central, Democratic Republic of the Congo",2
"Kwango, Democratic Republic of the Congo",2
"Kwilu, Democratic Republic of the Congo",2
"Lomami, Democratic Republic of the Congo",2
"Mai-Ndombe, Democratic Republic of the Congo",2
"Maniema, Democratic Republic of the Congo",2
"Mongala, Democratic Republic of the Congo",2
"Nord-Kivu, Democratic Republic of the Congo",2
"Nord-Ubangi, Democratic Republic of the Congo",2
"Sankuru, Democratic Republic of the Congo",2
"Sud-Kivu, Democratic Republic of the Congo",2
"Sud-Ubangi, Democratic Republic of the Congo",2
"Tanganyika, Democratic Republic of the Congo",2
"Tshopo, Democratic Republic of the Congo",2
"Tshuapa, Democratic Republic of the Congo",2
"Capital Region of Denmark, Denmark",2
"Central Denmark Region, Denmark",2
"North Denmark Region, Denmark",2
"Region of Southern Denmark, Denmark",2
"Region Zealand, Denmark",2
"Ali Sabieh Region, Djibouti",2
"Arta Region, Djibouti",2
"Dikhil Region, Djibouti",2
"Djibouti, Djibouti",2
"Obock Region, Djibouti",2
"Tadjourah Region, Djibouti",2
"Saint Andrew Parish, Dominica",2
"Saint David Parish, Dominica",2
"Saint George Parish, Dominica",2
"Saint John Parish, Dominica",2
"Saint Joseph Parish, Dominica",2
"Saint Luke Parish, Dominica",2
"Saint Mark Parish, Dominica",2
"Saint Patrick Parish, Dominica",2
